created_at,date,place,tweet,language,hashtags,location
2021-07-23 16:18:13 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.48512315, -0.40534022]}","Lunch/dinner (@ The Queen's Head in Cranford, Greater London w/ @eyebee)  https://t.co/fQ9n93peqg",en,[],London
2021-07-23 16:16:50 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.50643, -0.12721]}",Just posted a photo @ London  https://t.co/24bSSObsTQ,en,[],London
2021-07-23 16:15:14 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}","Just posted a photo @ London, United Kingdom  https://t.co/0XU5mOqclM",en,[],London
2021-07-23 16:14:15 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.47837, -0.04524384]}",Scanflex Bookcase £195 @ Vintique London  https://t.co/Duv1a3hYTR,en,[],London
2021-07-23 16:11:28 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.51675405, -0.17684335]}","I'm at London Paddington Railway Station - @nationalrailenq in London, Greater London, Greater London  https://t.co/VavfV61bJy",en,[],London
2021-07-23 16:08:22 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}","At least I’m trying ✌️ @ London, United Kingdom  https://t.co/fki1RDz6ry",en,[],London
2021-07-23 16:06:34 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.48525, -0.23375]}","The Italian Way. From today join Us, at anytime, for an aperitivo. Drink and Small charcuterie only £8. #aperitivo #italian #italianwine #italianfood #cheese #olive #barnes #hammersmithbridge #london @ Sips &amp; Bites  https://t.co/Ch1R8G57f1",en,"['aperitivo', 'italian', 'italianwine', 'italianfood', 'cheese', 'olive', 'barnes', 'hammersmithbridge', 'london']",London
2021-07-23 16:06:34 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.48525, -0.23375]}","The Italian Way. From today join Us, at anytime, for an aperitivo. Drink and Small charcuterie only £8. #aperitivo #italian #italianwine #italianfood #cheese #olive #barnes #hammersmithbridge #london @ Sips &amp; Bites  https://t.co/Ch1R8GmI6z",en,"['aperitivo', 'italian', 'italianwine', 'italianfood', 'cheese', 'olive', 'barnes', 'hammersmithbridge', 'london']",London
2021-07-23 16:05:46 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}"," https://t.co/6jy0uqCydr @ London, United Kingdom  https://t.co/wck1EayWml",en,[],London
2021-07-23 16:00:54 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}","For those who didn't understand! 😉 #people #intheend #stopfighting #gerson #music #humans #plurality @ London, United Kingdom  https://t.co/SL2MmjdRoe",en,"['people', 'intheend', 'stopfighting', 'gerson', 'music', 'humans', 'plurality']",London
2021-07-23 16:00:06 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.498696, -0.197914]}","3 Bed, Flat, KENSINGTON HIGH STREET, London, W8 £2,800pw Arrange a viewing @  https://t.co/NoF7kylL99  https://t.co/8cojHSHADC",en,[],London
2021-07-23 15:57:59 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}","Just posted a photo @ London, United Kingdom  https://t.co/jtZavD72r0",en,[],London
2021-07-23 15:55:40 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.507353, -0.221529]}",Tik Tok Masterclass @ Westfield Shopping Centre - London  https://t.co/PL1NOemucq,en,[],London
2021-07-23 15:53:26 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.9833, -81.25]}","Filter fun! @theinkedacademic   #closeups #519models #519photographers  #bestmodelever❤️ @ London, Ontario  https://t.co/uZL6UQCVR1",en,"['closeups', '519models', '519photographers', 'bestmodelever']",London
2021-07-23 15:51:58 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}","There is something truly magical about lavender 💜 Happy Friday lovelies 💜 #lavenderfields #lavanderlondon em London, United Kingdom  https://t.co/4FtJgi5euH",en,"['lavenderfields', 'lavanderlondon']",London
2021-07-23 15:51:20 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.54169272, -0.12518406]}",Just posted a video @ Egg London  https://t.co/t8vn1rLoYk,en,[],London
2021-07-23 15:50:21 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.51334468, -0.13058169]}",Squeezing in a luscious lunch with this absolute goddess!  #friends #lunch #soho #london @ Soho House Greek Street  https://t.co/g2dYd6Q7tn,en,"['friends', 'lunch', 'soho', 'london']",London
2021-07-23 15:46:33 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}","Just posted a photo @ London, United Kingdom  https://t.co/RPK5GvxXtr",en,[],London
2021-07-23 15:46:33 EET,2021-07-23,"{'type': 'Point', 'coordinates': [51.5141, -0.1094]}","Just posted a photo @ London, United Kingdom  https://t.co/yPWRpnY3pL",en,[],London
2021-07-23 16:52:31 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Hey @flourishingchurch !! Choose Being righteous over being “right” today! Matthew 5:6 NIV “Blessed are those who hunger and thirst for righteousness, for they will be filled.” @ Los Angeles, California  https://t.co/Nr9gkED60W",en,[],Los Angeles
2021-07-23 16:50:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/AJBYHLb9XX",en,[],Los Angeles
2021-07-23 16:46:27 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/8EizXdQIy6",en,[],Los Angeles
2021-07-23 16:42:23 EET,2021-07-23,"{'type': 'Point', 'coordinates': [33.94368037, -118.40607405]}","I'm at Los Angeles International Airport - @flylaxairport in Los Angeles, CA w/ @pstowncar @latowncar  https://t.co/8jP2IXi7pl",en,[],Los Angeles
2021-07-23 16:35:28 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.09073173, -118.3136344]}",Just posted a video @ Los Angeles/Hollywood California  https://t.co/d0F989ZEUB,en,[],Los Angeles
2021-07-23 16:31:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a video @ Los Angeles, California  https://t.co/I2C69Wcogq",en,[],Los Angeles
2021-07-23 16:28:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.16972, -118.29036]}",1427Z N17LA COUNTY OF LOS ANGELES FIRE DEPARTMENT N34.1697 W118.2904 Altitude: 1800ft Course: 303º Groundspeed: 116kts  https://t.co/Z05VL5Qxy5,en,[],Los Angeles
2021-07-23 16:27:54 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}",NEW DROP! “Alright” OUT ON ALL DSP’s! Produced by @joeyfrenchmusic  📸 by @bennylee_media  . . . . #Party #Anthem #Alright #Radio #Artist #Singer #Somgwriter #turnup #wave #vibes #vip #losangeles #bottles  https://t.co/p9i5F5JM6e,en,"['party', 'anthem', 'alright', 'radio', 'artist', 'singer', 'somgwriter', 'turnup', 'wave', 'vibes', 'vip', 'losangeles', 'bottles']",Los Angeles
2021-07-23 16:26:45 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.14872, -118.23177]}",1426Z N17LA COUNTY OF LOS ANGELES FIRE DEPARTMENT N34.1487 W118.2318 Altitude: 1900ft Course: 290º Groundspeed: 116kts  https://t.co/EnTK6lERyn,en,[],Los Angeles
2021-07-23 16:23:53 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/uN8Ynod1UB",en,[],Los Angeles
2021-07-23 16:21:09 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/hjW1Ex9nYH",en,[],Los Angeles
2021-07-23 16:20:19 EET,2021-07-23,"{'type': 'Point', 'coordinates': [33.989, -118.3294]}","Friday morning breakfast. Raisin bran, bananas, small flavorful peaches from a friends peach tree. A splash of agave and lactose-free milk, 2%. @ South Los Angeles, California  https://t.co/Gn6wrVbxBk",en,[],Los Angeles
2021-07-23 16:18:08 EET,2021-07-23,"{'type': 'Point', 'coordinates': [33.95941495, -118.385329]}","Just posted a photo @ Downtown, Los Angeles  https://t.co/uUquCv5bYW",en,[],Los Angeles
2021-07-23 16:16:53 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a video @ Los Angeles, California  https://t.co/0WcIJztpwB",en,[],Los Angeles
2021-07-23 16:12:14 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Bring out the beast within!   Our Gymwraps can go with you anywhere and can hold up through anything movement.   What has been your favorite Gymwrap this season? @ Los Angeles, California  https://t.co/HREqca55jO",en,[],Los Angeles
2021-07-23 16:08:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/eXEuzGZOss",en,[],Los Angeles
2021-07-23 16:07:45 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/9yfyK6HSy5",en,[],Los Angeles
2021-07-23 15:59:37 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Today is a beautiful day. Find your happiness.  #acting #greathairday #lookintomyeyes #creation #creativity #imagine #happiness @ Los Angeles, California  https://t.co/M9bwdCeztu",en,"['acting', 'greathairday', 'lookintomyeyes', 'creation', 'creativity', 'imagine', 'happiness']",Los Angeles
2021-07-23 15:56:50 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0522342, -118.2436849]}","Can you recommend anyone for this job? VP, Ethoca Issuer Sales, North America -  https://t.co/apvCzfIPJF #LosAngeles, CA #Database",en,"['losangeles', 'database']",Los Angeles
2021-07-23 15:47:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/0o9fBAj5cg",en,[],Los Angeles
2021-07-23 15:37:14 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/xjDfhmKcIp",en,[],Los Angeles
2021-07-23 15:36:35 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.2381251, -118.530123]}","If you're looking for work in #LosAngeles, CA, check out this job:  https://t.co/RurRhVx9UO #Sales",en,"['losangeles', 'sales']",Los Angeles
2021-07-23 15:36:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Follow us at @hairtransplantdr on Tik Tok 📺🎉 | #tiktok @ Los Angeles, California  https://t.co/CNxHPRCvdL",en,['tiktok'],Los Angeles
2021-07-23 15:29:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a video @ Los Angeles, California  https://t.co/q5xTYfHarn",en,[],Los Angeles
2021-07-23 15:24:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.10142871, -118.33150864]}","lights over los angeles  #movie #moviemaking #film #filmmaking #short #shortfilm #genre #magicalrealism #fantasy #scifi #moon #moonthefilm #tothemoon #tothemoonandback @ Hollywood, California  https://t.co/ysU946DXnK",en,"['movie', 'moviemaking', 'film', 'filmmaking', 'short', 'shortfilm', 'genre', 'magicalrealism', 'fantasy', 'scifi', 'moon', 'moonthefilm', 'tothemoon', 'tothemoonandback']",Los Angeles
2021-07-23 15:20:43 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.05568, -118.2402]}","Accident in #DowntownLa on US-101 SB at Los Angeles St, stopped traffic back to Glendale Blvd/Union Ave #LAtraffic  https://t.co/e2e6MWkOvI",en,"['downtownla', 'latraffic']",Los Angeles
2021-07-23 15:14:36 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","#pizza #photo @ Los Angeles, California  https://t.co/2xDLLpQRbJ",en,"['pizza', 'photo']",Los Angeles
2021-07-23 15:13:54 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.036681, -118.248217]}",#photography #fotografia @ Downtown Los Angeles  https://t.co/bPY41d5icB,en,"['photography', 'fotografia']",Los Angeles
2021-07-23 15:13:46 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0593537, -118.4449115]}","I'm at Noah's Bagels - @noahsbgls in Los Angeles, CA  https://t.co/8KlcrLiwli",en,[],Los Angeles
2021-07-23 15:03:47 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","🙏🏽💜 @ Los Angeles, California  https://t.co/1rFh5QmmCC",en,[],Los Angeles
2021-07-23 14:58:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0522, -118.2437]}","Good morning, Los Angeles! :) #Sunrise 05:58, noon 12:59, sunset 20:01 PDT (UTC-7), July 23. Day length: 14h 3m.",en,['sunrise'],Los Angeles
2021-07-23 14:53:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/dDtgpRhuKt",en,[],Los Angeles
2021-07-23 14:48:30 EET,2021-07-23,"{'type': 'Point', 'coordinates': [33.94368037, -118.40607405]}","First time flying in…a year and a half? Off to rural Illinois for a few days. (@ Los Angeles International Airport - @flylaxairport in Los Angeles, CA)  https://t.co/KJ5Rklc6oV  https://t.co/tkt2yEPHYX",en,[],Los Angeles
2021-07-23 14:33:06 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/hz9Z22IJ7s",en,[],Los Angeles
2021-07-23 14:26:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/Anib7FxuKZ",en,[],Los Angeles
2021-07-23 14:20:47 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a video @ Los Angeles, California  https://t.co/aCqwrEsJYc",en,[],Los Angeles
2021-07-23 14:13:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/6xf1IhOLYU",en,[],Los Angeles
2021-07-23 14:01:46 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","girls checkin in cus my lifestyle dangerous @ Los Angeles, California  https://t.co/lrwcSA4IOE",en,[],Los Angeles
2021-07-23 13:48:31 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/leGvletO24",en,[],Los Angeles
2021-07-23 12:44:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.04658747, -118.43014506]}",Just posted a photo @ West Los Angeles  https://t.co/g2iXhrQX9n,en,[],Los Angeles
2021-07-23 11:56:21 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/5EugCR7P0Z",en,[],Los Angeles
2021-07-23 11:42:22 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0601767, -118.2452922]}","Aircraft with unknown registration, ICAO ~2981EE is circling over Historic Core, Los Angeles at 800 feet, speed 5 MPH, 0.06 miles from Burger King  https://t.co/zhJQTBPzhD  https://t.co/l39OlrAHNR",en,[],Los Angeles
2021-07-23 11:36:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/wrCUIi4nWh",en,[],Los Angeles
2021-07-23 10:50:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/1sinOWf6fO",en,[],Los Angeles
2021-07-23 10:38:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/VcLEwRMKbN",en,[],Los Angeles
2021-07-23 10:19:54 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.06423788, -118.20925027]}","Aircraft with unknown registration, ICAO ~2982D1 is circling over Lincoln Heights, Los Angeles at 800 feet, speed 59 MPH, 0.12 miles from Metro 76  https://t.co/9SdP5Mpy6u  https://t.co/LPhthdQyI5",en,[],Los Angeles
2021-07-23 10:05:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.06215, -118.30098]}","Extra effort was always worth it 🌊 #music #latepost #hiphop #rap #producer #art #beats #dj #artist @ Koreatown, Los Angeles  https://t.co/zIf6bjIOCK",en,"['music', 'latepost', 'hiphop', 'rap', 'producer', 'art', 'beats', 'dj', 'artist']",Los Angeles
2021-07-23 09:40:59 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.09073173, -118.3136344]}",Just posted a photo @ Los Angeles/Hollywood California  https://t.co/wY94ozif2R,en,[],Los Angeles
2021-07-23 09:34:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.09073173, -118.3136344]}",Just posted a video @ Los Angeles/Hollywood California  https://t.co/xIClCq38nm,en,[],Los Angeles
2021-07-23 09:26:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/ZIeouZZCXL",en,[],Los Angeles
2021-07-23 09:22:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.022503, -118.166996]}","""SOMETHING TO THINK ABOUT""  🤷‍♂️🤷‍♂️🤷‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤔🤔🤔 @ East Los Angeles, California  https://t.co/vdGcfMHMOn",en,[],Los Angeles
2021-07-23 09:21:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","#punkpoet @ Los Angeles, California  https://t.co/afXSyqEauV",en,['punkpoet'],Los Angeles
2021-07-23 09:17:12 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0522342, -118.2436849]}","Fun and talented! That’s our team at Ulta Beauty. We are looking for a Area Loss Prevention Manager in Los Angeles, CA! If interested, apply today.  https://t.co/ewyrqn6P42 #LookOfTheDay #Beauty",en,"['lookoftheday', 'beauty']",Los Angeles
2021-07-23 09:13:26 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.09073173, -118.3136344]}",Just posted a video @ Los Angeles/Hollywood California  https://t.co/jcH9P5y1KL,en,[],Los Angeles
2021-07-23 08:59:53 EET,2021-07-23,"{'type': 'Point', 'coordinates': [28.4201357, -81.58111443]}","Just posted a photo @ Disneyland, Los Angeles California  https://t.co/kvq78uZlIZ",en,[],Los Angeles
2021-07-23 08:45:15 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0564, -118.2445]}","Just posted a photo @ Los Angeles, California  https://t.co/w1RdmkaO8Q",en,[],Los Angeles
2021-07-23 08:40:34 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.10043946, -118.20505404]}","Aircraft with unknown registration, ICAO ~298EAC is circling over Mount Washington, Los Angeles at 1025 feet, speed 63 MPH, 0.03 miles from Southwest Museum of the American Indian  https://t.co/OTTJqp694Y  https://t.co/bNsja8iJs5",en,[],Los Angeles
2021-07-23 08:32:13 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.036681, -118.248217]}",Today's Message Is......... 💪💪💪💪 #MessageOfTheDay @ Downtown Los Angeles  https://t.co/UGpmySmxkj,en,['messageoftheday'],Los Angeles
2021-07-23 08:31:31 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.06619775, -118.25139108]}","Aircraft with unknown registration, ICAO ~298777 is circling over Greater Echo Park Elysian, Los Angeles at 200 feet, speed 38 MPH, 0.10 miles from Bob's Market  https://t.co/fmUKFa8cAB  https://t.co/RMWm9DEVxd",en,[],Los Angeles
2021-07-23 08:16:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [34.0447548, -118.46163339]}","Know you don't give it up so easy, baby But you just wanted my attention You just wanted my affection You got me tattooed on your mind You just want me all the time… @ Los Angeles Chinatown  https://t.co/Ybfv94rlMb",en,[],Los Angeles
2021-07-23 16:56:09 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.4, -3.68333]}","🦋🍃 en Madrid, Spain  https://t.co/ufI1rfj7YY",en,[],Madrid
2021-07-23 16:55:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.4167754, -3.7037902]}","At Thermo Fisher Scientific, what you do every day will be meaningful. Click here to view our open positions in #Madrid, Community of Madrid &amp; become a part of our team where everyone makes an impact!  https://t.co/irXWlInTAw #Marketing",en,"['madrid', 'marketing']",Madrid
2021-07-23 16:43:46 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.4167754, -3.7037902]}","Thermo Fisher Scientific is looking for teammates like you. See our latest job openings, including ""Technical Applications Support Supervisor"", via the link in our bio. #Madrid, Community of Madrid",en,['madrid'],Madrid
2021-07-23 16:33:35 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.4167754, -3.7037902]}","Want to land a job like ""Sr. Manager, BD and Clinical Studies"" at Thermo Fisher Scientific? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Sales #Madrid, Community of Madrid",en,"['sales', 'madrid']",Madrid
2021-07-23 16:18:21 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.4, -3.68333]}","#amaresparasiempre en Madrid, Spain  https://t.co/1ixTHEjhDV",en,['amaresparasiempre'],Madrid
2021-07-23 15:40:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.4, -3.68333]}","💛 #manteca #loveperruno #madrizzz @ Madrid, Spain  https://t.co/uTohXddtEl",en,"['manteca', 'loveperruno', 'madrizzz']",Madrid
2021-07-23 15:32:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.4, -3.68333]}","To be or not to be… a frog 🐸 en Madrid, Spain  https://t.co/qftrXreLlE",en,[],Madrid
2021-07-23 16:48:09 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5016889, -73.567256]}","We're hiring! Read about our latest job opening here: Senior Manager, Clinical Data Management - Remote within US or Canada -  https://t.co/qvWfgK0ei4 #clinical #Montreal, QC",en,"['clinical', 'montreal']",Montreal
2021-07-23 16:30:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5016889, -73.567256]}","Interested in a job in #Montreal, QC? This could be a great fit. Click the link in our bio to apply: Architecte de Solution / Solution Architect at Ericsson #Engineering",en,"['montreal', 'engineering']",Montreal
2021-07-23 15:44:27 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5686, -73.5546]}",Just posted a photo @ Olympic Village (Montreal)  https://t.co/xyvJUlHJel,en,[],Montreal
2021-07-23 15:24:13 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5016889, -73.567256]}","Want to land a job like ""Technicien(ne) en structure"" at Tetra Tech? Applicant tracking systems look for specific keywords. Use the right keywords and get your resume in front of the hiring manager. #Engineering #Montreal, QC",en,"['engineering', 'montreal']",Montreal
2021-07-23 15:08:02 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5016889, -73.567256]}","Want to work at Alcoa? We're hiring in #Montreal, QC! Click the link in our bio for details on this job and more: Global Head of Diversity, Inclusion and Culture #HR",en,"['montreal', 'hr']",Montreal
2021-07-23 14:40:47 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/vrLaqSRKhU",en,[],Montreal
2021-07-23 14:04:30 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/6WxvvL4Ap8",en,[],Montreal
2021-07-23 13:02:13 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/Kpc9gIgVMz",en,[],Montreal
2021-07-23 11:28:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5089, -73.5542]}","Good morning, Montreal! :) #Sunrise 05:28, noon 13:01, sunset 20:33 EDT (UTC-4), July 23. Day length: 15h 5m.",en,['sunrise'],Montreal
2021-07-23 04:19:36 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/lzFVuQSRXe",en,[],Montreal
2021-07-23 04:01:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/gsaNjw0eV8",en,[],Montreal
2021-07-23 02:53:52 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/TGnsV9Xewx",en,[],Montreal
2021-07-23 01:52:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/Ju0JssZqd8",en,[],Montreal
2021-07-23 01:34:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a photo @ Montreal, Quebec  https://t.co/wroUSX0RSu",en,[],Montreal
2021-07-23 01:07:18 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.5188, -73.5558]}","Well Done #montreal !! @ Gay Village, Montreal  https://t.co/mQkUZtGnoX",en,['montreal'],Montreal
2021-07-23 00:23:57 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.456676, -73.564656]}","Chilling in #Verdun #Montreal #nature #river #swimming #fleuvesaintlaurent @ Verdun, Quebec  https://t.co/yjMEXnwuaM",en,"['verdun', 'montreal', 'nature', 'river', 'swimming', 'fleuvesaintlaurent']",Montreal
2021-07-23 00:13:10 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.65514078, -73.51257907]}","First restaurant with my dad &amp; second time seeing him since Rona 🎉 (@ Montaza in Montreal, QC)  https://t.co/ithifT1wNy",en,[],Montreal
2021-07-23 00:09:37 EET,2021-07-23,"{'type': 'Point', 'coordinates': [45.63031208, -73.85266238]}",💛 @ Old Port Montreal  https://t.co/Hn09qEkBpB,en,[],Montreal
2021-07-22 23:51:39 EET,2021-07-22,"{'type': 'Point', 'coordinates': [45.57175504, -73.60015869]}",Just posted a photo @ Greater Montreal  https://t.co/GvbfsHX6k3,en,[],Montreal
2021-07-22 23:11:23 EET,2021-07-22,"{'type': 'Point', 'coordinates': [45.5038, -73.5744]}","Just posted a video @ Montreal, Quebec  https://t.co/6BkV4rnNfr",en,[],Montreal
2021-07-22 23:00:02 EET,2021-07-22,"{'type': 'Point', 'coordinates': [42.3600825, -71.0588801]}",#Carpool #Boston -&gt; #Montreal rideshare  https://t.co/0kekgkNmzs,en,"['carpool', 'boston', 'montreal']",Montreal
2021-07-22 22:50:34 EET,2021-07-22,"{'type': 'Point', 'coordinates': [45.4606352, -73.7069181]}","Interested in a job in Montreal, QC, Canada? This could be a great fit. Click the link in our bio to apply: Gas Inspector at Intertek #Inspector #CargoInspection",en,"['inspector', 'cargoinspection']",Montreal
2021-07-22 22:38:42 EET,2021-07-22,"{'type': 'Point', 'coordinates': [45.57175504, -73.60015869]}",Just posted a photo @ Greater Montreal  https://t.co/JBhObI6EWR,en,[],Montreal
2021-07-22 22:25:17 EET,2021-07-22,"{'type': 'Point', 'coordinates': [45.57401571, -73.70445975]}",Saul Meza-Flores threads a Michael Napolitano stroke of genius as Aaardvarks slip past FK Wurst 3-2.    #soccer #soccerlife #soccermtl  #montreal  #montrealsoccer  #7vs7  #totalcampo  #KeepItTotal @mike_naps  https://t.co/6pRfBv1vLC,en,"['soccer', 'soccerlife', 'soccermtl', 'montreal', 'montrealsoccer', '7vs7', 'totalcampo', 'keepittotal']",Montreal
